"prod_id","loja_id","forma_pgmt_id","cliente_id","quantidade","imposto_5_percent","total","data_venda","hora","cogs","renda_bruta","margem_bruta_percent"
38,1,1,17,9,"27.40","575.32","2019-01-15","17:17:00","547.92","27.40","4.76"
16,3,2,9,6,"28.12","590.44","2019-01-15","16:19:00","562.32","28.12","4.76"
16,3,2,9,6,"28.12","590.44","2019-01-15","16:19:00","562.32","28.12","4.76"
443,1,3,24,9,"40.14","843.03","2019-01-15","15:42:00","802.89","40.14","4.76"
633,1,3,12,2,"8.38","175.92","2019-01-15","10:54:00","167.54","8.38","4.76"
837,2,2,3,10,"27.94","586.64","2019-01-15","15:01:00","558.70","27.94","4.76"
441,2,2,25,5,"4.36","91.56","2019-01-15","19:25:00","87.20","4.36","4.76"
769,1,2,13,6,"3.43","72.01","2019-01-15","17:24:00","68.58","3.43","4.76"
769,1,2,13,6,"3.43","72.01","2019-01-15","17:24:00","68.58","3.43","4.76"
441,2,2,25,5,"4.36","91.56","2019-01-15","19:25:00","87.20","4.36","4.76"
443,1,3,24,9,"40.14","843.03","2019-01-15","15:42:00","802.89","40.14","4.76"
750,2,2,4,7,"28.43","597.04","2019-01-15","20:44:00","568.61","28.43","4.76"
445,1,2,8,7,"6.69","140.39","2019-01-15","10:43:00","133.70","6.69","4.76"
192,3,1,17,2,"7.35","154.39","2019-01-15","13:41:00","147.04","7.35","4.76"
695,2,2,14,9,"23.67","497.07","2019-01-16","14:42:00","473.40","23.67","4.76"
118,3,1,18,1,"2.57","53.93","2019-01-16","15:26:00","51.36","2.57","4.76"
649,2,2,24,2,"1.55","32.53","2019-01-16","15:10:00","30.98","1.55","4.76"
527,3,3,5,4,"7.84","164.68","2019-01-16","20:03:00","156.84","7.84","4.76"
662,2,3,23,7,"6.00","125.98","2019-01-16","12:07:00","119.98","6.00","4.76"
212,2,2,26,9,"41.97","881.31","2019-01-16","18:08:00","839.34","41.97","4.76"
649,2,2,24,2,"1.55","32.53","2019-01-16","15:10:00","30.98","1.55","4.76"
806,1,3,14,2,"9.32","195.68","2019-01-16","18:41:00","186.36","9.32","4.76"
511,3,3,24,7,"31.76","666.94","2019-01-16","18:03:00","635.18","31.76","4.76"
118,3,1,18,1,"2.57","53.93","2019-01-16","15:26:00","51.36","2.57","4.76"
806,1,3,14,2,"9.32","195.68","2019-01-16","18:41:00","186.36","9.32","4.76"
688,1,2,28,10,"31.78","667.38","2019-01-16","17:59:00","635.60","31.78","4.76"
511,3,3,24,7,"31.76","666.94","2019-01-16","18:03:00","635.18","31.76","4.76"
695,2,2,14,9,"23.67","497.07","2019-01-16","14:42:00","473.40","23.67","4.76"
688,1,2,28,10,"31.78","667.38","2019-01-16","17:59:00","635.60","31.78","4.76"
527,3,3,5,4,"7.84","164.68","2019-01-16","20:03:00","156.84","7.84","4.76"
212,2,2,26,9,"41.97","881.31","2019-01-16","18:08:00","839.34","41.97","4.76"
167,2,2,16,10,"47.79","1003.59","2019-01-16","13:32:00","955.80","47.79","4.76"
167,2,2,16,10,"47.79","1003.59","2019-01-16","13:32:00","955.80","47.79","4.76"
662,2,3,23,7,"6.00","125.98","2019-01-16","12:07:00","119.98","6.00","4.76"
789,1,1,27,7,"20.62","432.99","2019-01-17","15:15:00","412.37","20.62","4.76"
866,2,1,24,2,"6.28","131.92","2019-01-17","12:36:00","125.64","6.28","4.76"
566,1,3,17,10,"40.61","852.71","2019-01-17","13:01:00","812.10","40.61","4.76"
710,1,1,16,3,"3.86","80.96","2019-01-17","17:59:00","77.10","3.86","4.76"
866,2,1,24,2,"6.28","131.92","2019-01-17","12:36:00","125.64","6.28","4.76"
670,3,3,22,2,"4.06","85.30","2019-01-17","10:01:00","81.24","4.06","4.76"
774,2,2,23,2,"6.57","137.87","2019-01-17","16:46:00","131.30","6.57","4.76"
520,2,3,4,5,"17.98","377.58","2019-01-17","15:05:00","359.60","17.98","4.76"
566,1,3,17,10,"40.61","852.71","2019-01-17","13:01:00","812.10","40.61","4.76"
610,3,1,25,2,"5.79","121.57","2019-01-17","10:37:00","115.78","5.79","4.76"
41,3,1,7,1,"4.34","91.06","2019-01-17","18:45:00","86.72","4.34","4.76"
710,1,1,16,3,"3.86","80.96","2019-01-17","17:59:00","77.10","3.86","4.76"
789,1,1,27,7,"20.62","432.99","2019-01-17","15:15:00","412.37","20.62","4.76"
325,1,3,27,6,"6.46","135.58","2019-01-17","12:48:00","129.12","6.46","4.76"
623,3,3,9,7,"33.11","695.24","2019-01-17","15:27:00","662.13","33.11","4.76"
520,2,3,4,5,"17.98","377.58","2019-01-17","15:05:00","359.60","17.98","4.76"
610,3,1,25,2,"5.79","121.57","2019-01-17","10:37:00","115.78","5.79","4.76"
623,3,3,9,7,"33.11","695.24","2019-01-17","15:27:00","662.13","33.11","4.76"
670,3,3,22,2,"4.06","85.30","2019-01-17","10:01:00","81.24","4.06","4.76"
325,1,3,27,6,"6.46","135.58","2019-01-17","12:48:00","129.12","6.46","4.76"
41,3,1,7,1,"4.34","91.06","2019-01-17","18:45:00","86.72","4.34","4.76"
774,2,2,23,2,"6.57","137.87","2019-01-17","16:46:00","131.30","6.57","4.76"
175,3,1,6,8,"7.92","166.24","2019-01-18","12:04:00","158.32","7.92","4.76"
720,3,3,7,6,"5.24","110.12","2019-01-18","15:04:00","104.88","5.24","4.76"
722,2,2,10,9,"40.78","856.45","2019-01-18","15:28:00","815.67","40.78","4.76"
322,2,2,13,1,"1.97","41.39","2019-01-18","15:08:00","39.42","1.97","4.76"
658,1,1,1,3,"13.22","277.67","2019-01-18","10:11:00","264.45","13.22","4.76"
722,2,2,10,9,"40.78","856.45","2019-01-18","15:28:00","815.67","40.78","4.76"
646,1,1,18,9,"8.71","182.95","2019-01-18","18:43:00","174.24","8.71","4.76"
720,3,3,7,6,"5.24","110.12","2019-01-18","15:04:00","104.88","5.24","4.76"
322,2,2,13,1,"1.97","41.39","2019-01-18","15:08:00","39.42","1.97","4.76"
175,3,1,6,8,"7.92","166.24","2019-01-18","12:04:00","158.32","7.92","4.76"
658,1,1,1,3,"13.22","277.67","2019-01-18","10:11:00","264.45","13.22","4.76"
872,1,2,18,6,"26.72","561.08","2019-01-18","17:26:00","534.36","26.72","4.76"
893,2,1,3,7,"21.26","446.44","2019-01-18","16:23:00","425.18","21.26","4.76"
646,1,1,18,9,"8.71","182.95","2019-01-18","18:43:00","174.24","8.71","4.76"
137,1,3,22,5,"6.58","138.13","2019-01-18","20:59:00","131.55","6.58","4.76"
893,2,1,3,7,"21.26","446.44","2019-01-18","16:23:00","425.18","21.26","4.76"
137,1,3,22,5,"6.58","138.13","2019-01-18","20:59:00","131.55","6.58","4.76"
872,1,2,18,6,"26.72","561.08","2019-01-18","17:26:00","534.36","26.72","4.76"
169,1,2,27,6,"15.38","323.06","2019-01-19","16:31:00","307.68","15.38","4.76"
817,1,1,16,8,"13.55","284.59","2019-01-19","20:29:00","271.04","13.55","4.76"
936,1,1,2,10,"22.84","479.64","2019-01-19","19:30:00","456.80","22.84","4.76"
631,1,3,16,10,"32.10","674.00","2019-01-19","14:08:00","641.90","32.10","4.76"
614,2,3,28,1,"4.05","84.98","2019-01-19","16:08:00","80.93","4.05","4.76"
718,1,3,4,3,"1.79","37.61","2019-01-19","12:47:00","35.82","1.79","4.76"
406,1,3,23,4,"13.45","282.49","2019-01-19","15:28:00","269.04","13.45","4.76"
848,1,2,8,6,"29.73","624.33","2019-01-19","13:11:00","594.60","29.73","4.76"
974,2,2,12,4,"11.92","250.28","2019-01-19","12:46:00","238.36","11.92","4.76"
585,3,1,16,3,"9.46","198.64","2019-01-19","15:58:00","189.18","9.46","4.76"
300,2,2,9,1,"4.43","93.04","2019-01-19","10:21:00","88.61","4.43","4.76"
300,2,2,9,1,"4.43","93.04","2019-01-19","10:21:00","88.61","4.43","4.76"
936,1,1,2,10,"22.84","479.64","2019-01-19","19:30:00","456.80","22.84","4.76"
974,2,2,12,4,"11.92","250.28","2019-01-19","12:46:00","238.36","11.92","4.76"
718,1,3,4,3,"1.79","37.61","2019-01-19","12:47:00","35.82","1.79","4.76"
406,1,3,23,4,"13.45","282.49","2019-01-19","15:28:00","269.04","13.45","4.76"
114,1,1,25,9,"26.13","548.76","2019-01-19","20:07:00","522.63","26.13","4.76"
161,2,3,8,8,"17.27","362.71","2019-01-19","19:39:00","345.44","17.27","4.76"
878,3,1,7,8,"4.84","101.64","2019-01-19","10:17:00","96.80","4.84","4.76"
174,3,3,18,6,"15.87","333.21","2019-01-19","17:34:00","317.34","15.87","4.76"
878,3,1,7,8,"4.84","101.64","2019-01-19","10:17:00","96.80","4.84","4.76"
907,2,1,22,4,"11.23","235.75","2019-01-19","11:43:00","224.52","11.23","4.76"
817,1,1,16,8,"13.55","284.59","2019-01-19","20:29:00","271.04","13.55","4.76"
114,1,1,25,9,"26.13","548.76","2019-01-19","20:07:00","522.63","26.13","4.76"
161,2,3,8,8,"17.27","362.71","2019-01-19","19:39:00","345.44","17.27","4.76"
169,1,2,27,6,"15.38","323.06","2019-01-19","16:31:00","307.68","15.38","4.76"
907,2,1,22,4,"11.23","235.75","2019-01-19","11:43:00","224.52","11.23","4.76"
585,3,1,16,3,"9.46","198.64","2019-01-19","15:58:00","189.18","9.46","4.76"
631,1,3,16,10,"32.10","674.00","2019-01-19","14:08:00","641.90","32.10","4.76"
174,3,3,18,6,"15.87","333.21","2019-01-19","17:34:00","317.34","15.87","4.76"
848,1,2,8,6,"29.73","624.33","2019-01-19","13:11:00","594.60","29.73","4.76"
614,2,3,28,1,"4.05","84.98","2019-01-19","16:08:00","80.93","4.05","4.76"
236,1,1,8,2,"9.31","195.59","2019-01-20","18:09:00","186.28","9.31","4.76"
928,2,1,5,7,"22.43","470.99","2019-01-20","12:27:00","448.56","22.43","4.76"
437,2,1,23,4,"16.59","348.31","2019-01-20","16:51:00","331.72","16.59","4.76"
556,3,3,5,3,"5.62","118.06","2019-01-20","13:45:00","112.44","5.62","4.76"
764,1,3,28,4,"11.10","233.10","2019-01-20","15:48:00","222.00","11.10","4.76"
762,1,1,1,8,"25.55","536.59","2019-01-20","17:48:00","511.04","25.55","4.76"
556,3,3,5,3,"5.62","118.06","2019-01-20","13:45:00","112.44","5.62","4.76"
437,2,1,23,4,"16.59","348.31","2019-01-20","16:51:00","331.72","16.59","4.76"
709,2,1,27,8,"6.25","131.21","2019-01-20","20:37:00","124.96","6.25","4.76"
762,1,1,1,8,"25.55","536.59","2019-01-20","17:48:00","511.04","25.55","4.76"
928,2,1,5,7,"22.43","470.99","2019-01-20","12:27:00","448.56","22.43","4.76"
348,2,2,10,8,"35.70","749.70","2019-01-20","10:13:00","714.00","35.70","4.76"
764,1,3,28,4,"11.10","233.10","2019-01-20","15:48:00","222.00","11.10","4.76"
120,3,1,20,2,"5.34","112.22","2019-01-20","20:38:00","106.88","5.34","4.76"
236,1,1,8,2,"9.31","195.59","2019-01-20","18:09:00","186.28","9.31","4.76"
59,1,2,24,10,"36.18","759.68","2019-01-20","15:55:00","723.50","36.18","4.76"
120,3,1,20,2,"5.34","112.22","2019-01-20","20:38:00","106.88","5.34","4.76"
348,2,2,10,8,"35.70","749.70","2019-01-20","10:13:00","714.00","35.70","4.76"
709,2,1,27,8,"6.25","131.21","2019-01-20","20:37:00","124.96","6.25","4.76"
59,1,2,24,10,"36.18","759.68","2019-01-20","15:55:00","723.50","36.18","4.76"
427,1,2,4,7,"18.61","390.80","2019-01-21","18:01:00","372.19","18.61","4.76"
294,1,2,7,2,"3.64","76.36","2019-01-21","10:00:00","72.72","3.64","4.76"
427,1,2,4,7,"18.61","390.80","2019-01-21","18:01:00","372.19","18.61","4.76"
294,1,2,7,2,"3.64","76.36","2019-01-21","10:00:00","72.72","3.64","4.76"
364,1,2,20,6,"21.97","461.29","2019-01-21","17:44:00","439.32","21.97","4.76"
499,3,2,9,1,"4.91","103.04","2019-01-21","17:36:00","98.13","4.91","4.76"
145,1,1,14,6,"23.39","491.09","2019-01-21","16:37:00","467.70","23.39","4.76"
145,1,1,14,6,"23.39","491.09","2019-01-21","16:37:00","467.70","23.39","4.76"
81,2,3,14,6,"29.76","624.90","2019-01-21","14:42:00","595.14","29.76","4.76"
19,1,3,20,3,"8.20","172.21","2019-01-21","18:00:00","164.01","8.20","4.76"
499,3,2,9,1,"4.91","103.04","2019-01-21","17:36:00","98.13","4.91","4.76"
81,2,3,14,6,"29.76","624.90","2019-01-21","14:42:00","595.14","29.76","4.76"
708,2,2,18,1,"3.45","72.43","2019-01-21","20:13:00","68.98","3.45","4.76"
708,2,2,18,1,"3.45","72.43","2019-01-21","20:13:00","68.98","3.45","4.76"
19,1,3,20,3,"8.20","172.21","2019-01-21","18:00:00","164.01","8.20","4.76"
364,1,2,20,6,"21.97","461.29","2019-01-21","17:44:00","439.32","21.97","4.76"
541,1,1,27,3,"4.60","96.64","2019-01-22","11:00:00","92.04","4.60","4.76"
541,1,1,27,3,"4.60","96.64","2019-01-22","11:00:00","92.04","4.60","4.76"
518,2,3,19,5,"9.85","206.80","2019-01-22","20:46:00","196.95","9.85","4.76"
418,2,1,15,1,"4.08","85.59","2019-01-22","10:57:00","81.51","4.08","4.76"
75,1,1,5,9,"33.60","705.63","2019-01-22","10:55:00","672.03","33.60","4.76"
652,3,2,2,6,"16.74","351.60","2019-01-22","11:52:00","334.86","16.74","4.76"
775,3,3,2,5,"7.22","151.52","2019-01-22","18:08:00","144.30","7.22","4.76"
75,1,1,5,9,"33.60","705.63","2019-01-22","10:55:00","672.03","33.60","4.76"
80,2,2,2,5,"5.10","107.00","2019-01-22","18:56:00","101.90","5.10","4.76"
652,3,2,2,6,"16.74","351.60","2019-01-22","11:52:00","334.86","16.74","4.76"
518,2,3,19,5,"9.85","206.80","2019-01-22","20:46:00","196.95","9.85","4.76"
80,2,2,2,5,"5.10","107.00","2019-01-22","18:56:00","101.90","5.10","4.76"
775,3,3,2,5,"7.22","151.52","2019-01-22","18:08:00","144.30","7.22","4.76"
418,2,1,15,1,"4.08","85.59","2019-01-22","10:57:00","81.51","4.08","4.76"
858,1,2,11,9,"21.43","450.10","2019-01-23","12:35:00","428.67","21.43","4.76"
609,1,1,5,1,"1.53","32.14","2019-01-23","12:20:00","30.61","1.53","4.76"
141,2,3,15,10,"44.90","942.90","2019-01-23","13:00:00","898.00","44.90","4.76"
471,2,1,9,6,"25.13","527.75","2019-01-23","12:10:00","502.62","25.13","4.76"
182,2,2,18,8,"15.39","323.15","2019-01-23","11:51:00","307.76","15.39","4.76"
248,1,1,12,5,"4.49","94.19","2019-01-23","14:04:00","89.70","4.49","4.76"
601,2,1,5,1,"4.15","87.23","2019-01-23","17:16:00","83.08","4.15","4.76"
787,2,3,2,5,"2.75","57.70","2019-01-23","10:18:00","54.95","2.75","4.76"
471,2,1,9,6,"25.13","527.75","2019-01-23","12:10:00","502.62","25.13","4.76"
853,1,1,15,5,"23.99","503.74","2019-01-23","14:21:00","479.75","23.99","4.76"
977,2,2,16,7,"34.99","734.71","2019-01-23","10:33:00","699.72","34.99","4.76"
550,1,2,13,6,"19.82","416.18","2019-01-23","10:28:00","396.36","19.82","4.76"
816,2,2,22,7,"15.90","333.98","2019-01-23","11:15:00","318.08","15.90","4.76"
975,1,2,27,4,"11.63","244.23","2019-01-23","17:44:00","232.60","11.63","4.76"
550,1,2,13,6,"19.82","416.18","2019-01-23","10:28:00","396.36","19.82","4.76"
601,2,1,5,1,"4.15","87.23","2019-01-23","17:16:00","83.08","4.15","4.76"
83,2,1,3,8,"7.70","161.70","2019-01-23","18:37:00","154.00","7.70","4.76"
977,2,2,16,7,"34.99","734.71","2019-01-23","10:33:00","699.72","34.99","4.76"
975,1,2,27,4,"11.63","244.23","2019-01-23","17:44:00","232.60","11.63","4.76"
609,1,1,5,1,"1.53","32.14","2019-01-23","12:20:00","30.61","1.53","4.76"
83,2,1,3,8,"7.70","161.70","2019-01-23","18:37:00","154.00","7.70","4.76"
422,2,2,26,3,"12.61","264.76","2019-01-23","13:29:00","252.15","12.61","4.76"
619,1,3,18,6,"29.56","620.74","2019-01-23","11:22:00","591.18","29.56","4.76"
853,1,1,15,5,"23.99","503.74","2019-01-23","14:21:00","479.75","23.99","4.76"
141,2,3,15,10,"44.90","942.90","2019-01-23","13:00:00","898.00","44.90","4.76"
787,2,3,2,5,"2.75","57.70","2019-01-23","10:18:00","54.95","2.75","4.76"
91,2,2,24,4,"9.48","199.00","2019-01-23","10:25:00","189.52","9.48","4.76"
619,1,3,18,6,"29.56","620.74","2019-01-23","11:22:00","591.18","29.56","4.76"
816,2,2,22,7,"15.90","333.98","2019-01-23","11:15:00","318.08","15.90","4.76"
91,2,2,24,4,"9.48","199.00","2019-01-23","10:25:00","189.52","9.48","4.76"
182,2,2,18,8,"15.39","323.15","2019-01-23","11:51:00","307.76","15.39","4.76"
858,1,2,11,9,"21.43","450.10","2019-01-23","12:35:00","428.67","21.43","4.76"
422,2,2,26,3,"12.61","264.76","2019-01-23","13:29:00","252.15","12.61","4.76"
248,1,1,12,5,"4.49","94.19","2019-01-23","14:04:00","89.70","4.49","4.76"
685,3,1,24,6,"6.92","145.40","2019-01-24","19:20:00","138.48","6.92","4.76"
685,3,1,24,6,"6.92","145.40","2019-01-24","19:20:00","138.48","6.92","4.76"
532,1,3,12,8,"34.67","728.11","2019-01-24","18:04:00","693.44","34.67","4.76"
734,3,1,16,7,"26.56","557.72","2019-01-24","10:38:00","531.16","26.56","4.76"
291,3,3,12,10,"20.15","423.15","2019-01-24","17:37:00","403.00","20.15","4.76"
753,3,1,27,5,"18.32","384.72","2019-01-24","15:05:00","366.40","18.32","4.76"
734,3,1,16,7,"26.56","557.72","2019-01-24","10:38:00","531.16","26.56","4.76"
985,3,1,8,10,"38.30","804.30","2019-01-24","18:10:00","766.00","38.30","4.76"
930,2,1,18,3,"12.86","270.02","2019-01-24","20:59:00","257.16","12.86","4.76"
814,1,2,1,8,"19.45","408.41","2019-01-24","10:57:00","388.96","19.45","4.76"
753,3,1,27,5,"18.32","384.72","2019-01-24","15:05:00","366.40","18.32","4.76"
613,3,2,23,3,"13.98","293.64","2019-01-24","11:45:00","279.66","13.98","4.76"
291,3,3,12,10,"20.15","423.15","2019-01-24","17:37:00","403.00","20.15","4.76"
985,3,1,8,10,"38.30","804.30","2019-01-24","18:10:00","766.00","38.30","4.76"
829,1,2,6,8,"4.22","88.70","2019-01-24","17:43:00","84.48","4.22","4.76"
396,1,1,13,5,"19.38","406.88","2019-01-24","20:36:00","387.50","19.38","4.76"
796,2,2,11,1,"3.04","63.91","2019-01-24","13:24:00","60.87","3.04","4.76"
930,2,1,18,3,"12.86","270.02","2019-01-24","20:59:00","257.16","12.86","4.76"
532,1,3,12,8,"34.67","728.11","2019-01-24","18:04:00","693.44","34.67","4.76"
69,1,2,5,10,"39.39","827.09","2019-01-24","10:04:00","787.70","39.39","4.76"
69,1,2,5,10,"39.39","827.09","2019-01-24","10:04:00","787.70","39.39","4.76"
814,1,2,1,8,"19.45","408.41","2019-01-24","10:57:00","388.96","19.45","4.76"
796,2,2,11,1,"3.04","63.91","2019-01-24","13:24:00","60.87","3.04","4.76"
396,1,1,13,5,"19.38","406.88","2019-01-24","20:36:00","387.50","19.38","4.76"
613,3,2,23,3,"13.98","293.64","2019-01-24","11:45:00","279.66","13.98","4.76"
829,1,2,6,8,"4.22","88.70","2019-01-24","17:43:00","84.48","4.22","4.76"
416,3,1,27,1,"4.81","100.92","2019-01-25","16:28:00","96.11","4.81","4.76"
691,2,2,1,9,"31.59","663.30","2019-01-25","13:38:00","631.71","31.59","4.76"
412,3,1,3,2,"2.19","45.93","2019-01-25","14:29:00","43.74","2.19","4.76"
54,2,3,4,1,"0.77","16.20","2019-01-25","15:46:00","15.43","0.77","4.76"
211,1,1,6,9,"11.80","247.87","2019-01-25","20:24:00","236.07","11.80","4.76"
416,3,1,27,1,"4.81","100.92","2019-01-25","16:28:00","96.11","4.81","4.76"
472,1,2,11,4,"8.01","168.21","2019-01-25","11:40:00","160.20","8.01","4.76"
629,1,1,28,3,"8.00","167.90","2019-01-25","14:19:00","159.90","8.00","4.76"
849,1,2,5,1,"3.71","77.81","2019-01-25","11:05:00","74.10","3.71","4.76"
184,2,1,27,8,"13.72","288.20","2019-01-25","15:00:00","274.48","13.72","4.76"
29,3,2,26,5,"22.09","463.89","2019-01-25","19:48:00","441.80","22.09","4.76"
629,1,1,28,3,"8.00","167.90","2019-01-25","14:19:00","159.90","8.00","4.76"
29,3,2,26,5,"22.09","463.89","2019-01-25","19:48:00","441.80","22.09","4.76"
372,3,3,22,2,"6.10","128.02","2019-01-25","19:39:00","121.92","6.10","4.76"
372,3,3,22,2,"6.10","128.02","2019-01-25","19:39:00","121.92","6.10","4.76"
329,3,3,4,4,"10.23","214.75","2019-01-25","10:11:00","204.52","10.23","4.76"
329,3,3,4,4,"10.23","214.75","2019-01-25","10:11:00","204.52","10.23","4.76"
142,2,2,25,10,"45.25","950.25","2019-01-25","13:48:00","905.00","45.25","4.76"
691,2,2,1,9,"31.59","663.30","2019-01-25","13:38:00","631.71","31.59","4.76"
472,1,2,11,4,"8.01","168.21","2019-01-25","11:40:00","160.20","8.01","4.76"
184,2,1,27,8,"13.72","288.20","2019-01-25","15:00:00","274.48","13.72","4.76"
754,2,1,11,3,"12.73","267.34","2019-01-25","18:30:00","254.61","12.73","4.76"
131,3,2,17,7,"13.87","291.21","2019-01-25","13:18:00","277.34","13.87","4.76"
849,1,2,5,1,"3.71","77.81","2019-01-25","11:05:00","74.10","3.71","4.76"
289,3,3,2,7,"16.98","356.55","2019-01-25","13:30:00","339.57","16.98","4.76"
299,1,2,19,4,"12.00","252.04","2019-01-25","15:54:00","240.04","12.00","4.76"
299,1,2,19,4,"12.00","252.04","2019-01-25","15:54:00","240.04","12.00","4.76"
211,1,1,6,9,"11.80","247.87","2019-01-25","20:24:00","236.07","11.80","4.76"
412,3,1,3,2,"2.19","45.93","2019-01-25","14:29:00","43.74","2.19","4.76"
131,3,2,17,7,"13.87","291.21","2019-01-25","13:18:00","277.34","13.87","4.76"
54,2,3,4,1,"0.77","16.20","2019-01-25","15:46:00","15.43","0.77","4.76"
754,2,1,11,3,"12.73","267.34","2019-01-25","18:30:00","254.61","12.73","4.76"
289,3,3,2,7,"16.98","356.55","2019-01-25","13:30:00","339.57","16.98","4.76"
142,2,2,25,10,"45.25","950.25","2019-01-25","13:48:00","905.00","45.25","4.76"
82,3,1,14,3,"14.50","304.54","2019-01-26","19:56:00","290.04","14.50","4.76"
92,2,1,14,10,"22.43","471.03","2019-01-26","19:54:00","448.60","22.43","4.76"
599,2,2,14,5,"9.21","193.46","2019-01-26","18:53:00","184.25","9.21","4.76"
602,2,3,8,1,"3.25","68.24","2019-01-26","10:06:00","64.99","3.25","4.76"
966,3,2,16,7,"30.48","640.04","2019-01-26","15:17:00","609.56","30.48","4.76"
958,3,3,3,2,"3.33","69.99","2019-01-26","14:41:00","66.66","3.33","4.76"
92,2,1,14,10,"22.43","471.03","2019-01-26","19:54:00","448.60","22.43","4.76"
966,3,2,16,7,"30.48","640.04","2019-01-26","15:17:00","609.56","30.48","4.76"
82,3,1,14,3,"14.50","304.54","2019-01-26","19:56:00","290.04","14.50","4.76"
392,3,2,22,10,"18.98","398.48","2019-01-26","14:51:00","379.50","18.98","4.76"
626,3,2,10,2,"7.89","165.65","2019-01-26","16:04:00","157.76","7.89","4.76"
630,1,3,13,1,"0.60","12.69","2019-01-26","18:19:00","12.09","0.60","4.76"
392,3,2,22,10,"18.98","398.48","2019-01-26","14:51:00","379.50","18.98","4.76"
864,2,1,19,3,"5.07","106.50","2019-01-26","15:11:00","101.43","5.07","4.76"
549,3,2,22,5,"12.89","270.59","2019-01-26","17:45:00","257.70","12.89","4.76"
172,3,3,18,5,"20.01","420.26","2019-01-26","12:45:00","400.25","20.01","4.76"
958,3,3,3,2,"3.33","69.99","2019-01-26","14:41:00","66.66","3.33","4.76"
864,2,1,19,3,"5.07","106.50","2019-01-26","15:11:00","101.43","5.07","4.76"
194,3,1,3,4,"5.11","107.31","2019-01-26","20:23:00","102.20","5.11","4.76"
352,1,2,3,7,"18.09","379.92","2019-01-26","18:22:00","361.83","18.09","4.76"
172,3,3,18,5,"20.01","420.26","2019-01-26","12:45:00","400.25","20.01","4.76"
843,1,2,21,1,"1.07","22.39","2019-01-26","12:43:00","21.32","1.07","4.76"
599,2,2,14,5,"9.21","193.46","2019-01-26","18:53:00","184.25","9.21","4.76"
227,3,1,4,9,"31.22","655.55","2019-01-26","19:14:00","624.33","31.22","4.76"
602,2,3,8,1,"3.25","68.24","2019-01-26","10:06:00","64.99","3.25","4.76"
231,3,2,22,2,"8.14","170.88","2019-01-26","19:28:00","162.74","8.14","4.76"
626,3,2,10,2,"7.89","165.65","2019-01-26","16:04:00","157.76","7.89","4.76"
630,1,3,13,1,"0.60","12.69","2019-01-26","18:19:00","12.09","0.60","4.76"
194,3,1,3,4,"5.11","107.31","2019-01-26","20:23:00","102.20","5.11","4.76"
352,1,2,3,7,"18.09","379.92","2019-01-26","18:22:00","361.83","18.09","4.76"
