County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
FRANKLIN,742927,Store,JAC,EASTSIDE VILLAGE LLC,D&M MARKET,270,ELM ST,,,MALONE,NY,12953,1200,POINT (-74.278849975 44.856513531)
BRONX,608411,Store,JAC,LA GONDOLA DELI GROCERY INC,LA GONDOLA DELI GROCERY,167,E 205TH ST,,,BRONX,NY,10458,1150,POINT (-73.885338481 40.875392119)
ONONDAGA,711903,Store,JAC,WAL-MART STORES EAST LP,WALMART #1831,8770,DELL CENTER DR,,,LIVERPOOL,NY,13090,147169,POINT (-76.242381118 43.188822751)
MONROE,725458,Store,JAC,NASSO JOHN,JOHNNYS WHOLESALE FOODS,280,N UNION ST,,,ROCHESTER,NY,14609,400,POINT (-77.588613675 43.165266585)
NEW YORK,737861,Store,JAC,SEA & SEA LBF LLC,SEA & SEA LBF,310,ST NICHOLAS AVE,,,NEW YORK,NY,10027,2000,POINT (-73.952212741 40.810986078)
BRONX,604863,Store,A,WALGREEN EASTERN CO INC,WALGREENS 5074,55,WESTCHESTER SQ,,,BRONX,NY,10461,3500,POINT (-73.843268032 40.841681613)
QUEENS,731137,Store,JAC,2502 PLAZA MARKET INC,2502 PLAZA MARKET,2502,QUEENS PLAZA SOUTH,,,LONG ISLAND CITY,NY,11101,0,POINT (-73.940552675 40.750397575)
WESTCHESTER,742663,Store,JAC,FOUR SEASONS MARKETT CORPORATION,FOUR SEASONS MARKETT,537,WARBURTON AVE,,,HASTINGS ON HUDSON,NY,10706,2900,POINT (-73.882534315 40.994692166)
NEW YORK,743972,Store,JAC,AHMED INTERNATIONAL INC,YOGURT & CANDY BAR,767,LEXINGTON AVE,,,NEW YORK,NY,10065,500,POINT (-73.967452717 40.76299897)
QUEENS,636416,Store,A,WALGREEN EASTERN CO INC,WALGREENS 4058,93-04 20,ASTORIA BLVD,,,EAST ELMHURST,NY,11369,0,POINT (-73.871186657 40.762376675)
KINGS,617478,Store,JABC,CAPTAIN GROCERY INC,SAMIAS MEDIT CUISINE,7922,3RD AVE,,,BROOKLYN,NY,11209,800,POINT (-74.029369836 40.628019776)
NEW YORK,721052,Store,JAC,106 CANDY & CONVENIENCE CORP,106 CANDY & CONVENIENCE,232,E 106TH STREET,,,NEW YORK,NY,10029,1500,POINT (-73.943435882 40.790881035)
WESTCHESTER,557360,Store,JAC,JAIMES KOLD KUTS INC,MR KOLD KUTS,786,YONKERS AVE,,,YONKERS,NY,10704,3000,POINT (-73.864001005 40.922203707)
KINGS,735127,Store,JAC,BERRY GOODS SUPERMARKET CORP,BERRY GOODS SUPERMARKET,1413,AVENUE J,,,BROOKLYN,NY,11230,7600,POINT (-73.961843464 40.625264687)
RICHMOND,719723,Store,JABC,MANNIX FAMILY MKTS@VETERANS RD LLC,SHOPRITE OF VETERANS RD,3010,VETERANS RD W,,,STATEN ISLAND,NY,10309,10000,POINT (-74.235100883 40.52890067)
WESTCHESTER,755912,Store,JAC,LA HUERTA SUPERMARKET LLC,LA HUERTA SUPERMARKET,125,NEW MAIN ST,,,YONKERS,NY,10701,3600,POINT (-73.896853623 40.933157052)
DUTCHESS,702044,Store,JAC,WILLOW BROOK FARMS LLC,FARM STORE AT WILLOW BROOK,196,OLD POST ROAD #4,,,MILLERTON,NY,12546,300,POINT (-73.523667237 42.005553838)
BRONX,608046,Store,A,WALGREEN EASTERN CO INC,WALGREENS #10411,406,E FORDHAM RD,,,BRONX,NY,10458,7000,POINT (-73.891226768 40.861349162)
ONONDAGA,716216,Store,JAC,CST NEW YORK LLC,CIRCLE K 4707631,8578,HENRY CLAY BLVD,,,CLAY,NY,13041,4800,POINT (-76.199012062 43.185937951)
KINGS,737612,Store,A,GUJRAT SERVICE STATION INC,BP GAS STATION,8775,BAY PKWY,,,BROOKLYN,NY,11214,1000,POINT (-73.997312912 40.598058999)
SUFFOLK,726130,Store,JAC,E V FOOD CORP,SUPER CARNICERIA COMPADRE,146,WEST HILLS RD,,,HUNTINGTON STATION,NY,11746,8000,POINT (-73.420390807 40.83361341)
MONROE,755978,Store,JAC,ALSALAHI ABDULMOAED S,ANDALUS MINI MARKET,493,WEST AVE,,,ROCHESTER,NY,14611,1200,POINT (-77.651452551 43.149766015)
ORANGE,331029,Store,JAC,QUICKCHEK CORPORATION,QUICK CHEK #115,170,WINDSOR HWY,,,NEW WINDSOR,NY,12553,7000,POINT (-74.042796304 41.478240807)
ESSEX,715726,Store,JAC,ALEEZE ENTERPRISES INC,EXIT 29 SUNOCO,4007,BLUE RIDGE RD,,,NORTH HUDSON,NY,12855,0,POINT (-73.733297965 43.951834521)
KINGS,757615,Store,JAC,JURI DELI INC,JURI DELI,203,MAUJER ST,,,BROOKLYN,NY,11206,0,POINT (-73.942271636 40.711154719)
BRONX,751932,Store,A,NEW STADIUM DISCOUNT INC,NEW STADIUM DISCOUNT,880,RIVER AVE,,,BRONX,NY,10452,1200,POINT (-73.925482349 40.828303593)
ROCKLAND,390429,Store,JAC,AYUSHI INC,SUFFERN FOOD MART,18-20,LAFAYETTE AVE,,,SUFFERN,NY,10901,2000,POINT (-74.153813186 41.116332985)
NEW YORK,743814,Store,JAC,TRM FOOD LLC,TRM FOOD,97,CATHERINE ST,,,NEW YORK,NY,10038,0,POINT (-73.996359973 40.710371556)
SUFFOLK,473136,Store,A,CVS ALBANY LLC,CVS PHARMACY 1118,970,MONTAUK HWY,,,BAYPORT,NY,11705,4000,POINT (-73.045658699 40.748785441)
KINGS,742109,Store,A,LIAN JIANG GROCERY INC,LIAN JIANG GROCERY,5405,6TH AVE FLOOR 1,,,BROOKLYN,NY,11220,800,POINT (-74.010464034 40.641301782)
,753028,Store,A,EVILLE FATTEY BEER LLC,FATTEY BEER COMPANY,6696,RTE 219N,,,,NY,14731,0,POINT (-78.662174474 42.289964938)
DUTCHESS,748275,Store,JAC,DOUBLE DEES DELI INC,DOUBLE DEES DELI,5,MILLTOWN RD,,,HOLMES,NY,12531,1000,POINT (-73.696369815 41.51880025)
RENSSELAER,716043,Store,JAC,FOOD LAND DELI & GROCERY INC,FOOD LAND DELI & GROCERY,307,5TH AVE,,,TROY,NY,12182,2000,POINT (-73.678320869 42.763814333)
QUEENS,670374,Store,JAC,ANVI DELI&GROCERY INC,ANVI DELI&GROCERY,63-01,DRY HARBOR RD,,,MIDDLE VILLAGE,NY,11379,1000,POINT (-73.87400489 40.722119422)
QUEENS,637047,Store,JAC,M&N DELI GROCERY INC,M&N DELI GROCERY,96-27,ATLANTIC AVE,,,WOODHAVEN,NY,11421,1500,POINT (-73.846111844 40.6891267)
ERIE,149551,Store,JABC,TOPS MARKETS LLC,TOPS 236,6150,S PARK AVE,,,HAMBURG,NY,14075,85000,POINT (-78.823643606 42.727562889)
MONROE,261015,Store,JABC,MENDON SUPERMARKET LLC,MENDON MEADOWS MARKET,51,ASSEMBLY DR,,,MENDON,NY,14506,17000,POINT (-77.508419146 43.000223014)
KINGS,751087,Store,JAC,MY DELI & GRILL 2 INC,MY DELI & GRILL 2,187,MONTROSE AVE,,,BROOKLYN,NY,11206,2000,POINT (-73.941697308 40.707613281)
RICHMOND,640638,Store,JABC,ISLAND GROCERY OF SI INC,SMILEY'S,1980,VICTORY BLVD,,,STATEN ISLAND,NY,10314,1000,POINT (-74.129767434 40.612314227)
NEW YORK,749668,Store,JAC,NEW LOUISIANA DELI GROCERY CORP,NEW LOUISIANA DELI GROCERY,1734,AMSTERDAM AVE,,,NEW YORK,NY,10031,2000,POINT (-73.94735526 40.825883695)
PUTNAM,753937,Store,JAC,BELLA CUCINA MAHOPAC LLC,BELLA CUCINA MAHOPAC,730,ROUTE 6,,,MAHOPAC,NY,10541,1200,POINT (-73.727377576 41.375630345)
KINGS,710215,Store,JAC,ARIANA DELI & GROCERY INC,ARIANA DELI & GROCERY,1634,EASTERN PKWY,,,BROOKLYN,NY,11233,1100,POINT (-73.913978354 40.671760864)
GENESEE,180102,Store,JAC,PEMBROKE HOSPITALITY INC,48 DELI EXPRESS,8204,PARK RD,,,BATAVIA,NY,14020,3000,POINT (-78.194046839 43.017159739)
QUEENS,639648,Store,JAC,NUNEZ MINI MARKET 2 CORP,NUNEZ MINI MARKET 2,132-12,111TH AVE.,,,SOUTH OZONE PARK,NY,11420,1000,POINT (-73.810114168 40.683564553)
WASHINGTON,716206,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #16176,1251,RT 29,,,GREENWICH,NY,12834,11560,POINT (-73.508295246 43.09782487)
KINGS,738738,Store,JAC,ASIM DELI & GROCERY INC,ASIM DELI & GROCERY,356,S 1ST STREET,,,BROOKLYN,NY,11211,0,POINT (-73.952763516 40.710528801)
ROCKLAND,732959,Store,JAC,COCO FARMS OF NYACK INC,COCO FARMS OF NYACK,53,ROUTE 59,,,NYACK,NY,10960,1000,POINT (-73.936520477 41.094259746)
SCHENECTADY,752034,Store,JACD,LITTLE LAMBS CHOP LLC THE,LITTLE LAMBS CHOP,2068,CURRY RD,,,SCHENECTADY,NY,12303,8000,POINT (-73.953548648 42.775206255)
QUEENS,725620,Store,JAC,NUBES DELI GROCERY CORP,NUBES DELI GROCERY,39-12,108TH STREET,,,CORONA,NY,11368,1200,POINT (-73.859175376 40.751143061)
BRONX,715252,Store,JAC,MEADE DIGITAL ENTERPRISES CORP,FULTON FISH MARKET,800,FOOD CENTER DRIVE UNIT 3-4,,,BRONX,NY,10474,3000,POINT (-73.876434636 40.804231186)
NIAGARA,725356,Store,A,ALDI INC,ALDI 90,3939,NIAGARA FALLS BLVD,,,NORTH TONAWANDA,NY,14120,18000,POINT (-78.827933212 43.054982532)
QUEENS,721557,Store,JAC,STEPHEN DELI 1 CORP,STEPHEN DELI 1,61-25,WOODHAVEN BLVD.,,,REGO PARK,NY,11374,1000,POINT (-73.870777941 40.72820066)
QUEENS,638867,Store,JAC,DUMAS LTD,CARMEL GROCERY,64-27,108TH ST,,,FOREST HILLS,NY,11375,1500,POINT (-73.848996644 40.732260896)
DUTCHESS,737933,Store,JAC,A & W JAMEISON LLC,J.B. PEEL COFFEE & TEA,7582,NORTH BROADWAY,,,RED HOOK,NY,12571,2500,POINT (-73.872993949 41.998573598)
KINGS,721803,Store,JAC,JUDITH GROCERY INC,JUDITH GROCERY,2485,65TH STREET,,,BROOKLYN,NY,11204,1000,POINT (-73.974685797 40.609969432)
JEFFERSON,220183,Store,JAC,SONBYRNE SALES INC,BYRNE DAIRY 60,1003,COFFEEN ST,,,WATERTOWN,NY,13601,4000,POINT (-75.932961738 43.984603236)
NEW YORK,727332,Store,JACK,HUDSON & CHARLES UWS INC,HUDSON & CHARLES,555,AMSTERDAM AVE,,,NEW YORK,NY,10024,1400,POINT (-73.974439788 40.788172339)
BRONX,731565,Store,JAC,INTERVALE DELI CORP,INTERVALE DELI,1103,INTERVALE AVE,,,BRONX,NY,10459,900,POINT (-73.897210692 40.826265617)
TOMPKINS,742281,Store,JABC,GREENSTAR COOPERATIVE MARKET INC,GREENSTAR 770,770,CASCADILLA STREET,,,ITHACA,NY,14850,0,POINT (-76.509717394 42.445539256)
NEW YORK,715960,Store,JAC,844 DELI GROCERY INC,844 DELI GROCERY,844,AMSTERDAM AVE,,,NEW YORK,NY,10025,0,POINT (-73.968090999 40.797492639)
KINGS,746710,Store,A,1268 ST JOHNS DELI AND GROCERY CORP,1268 ST JOHNS DELI AND GROCERY,1268,SAINT JOHNS PL,,,BROOKLYN,NY,11213,1000,POINT (-73.936277569 40.670734458)
WESTCHESTER,550558,Store,JABC,COSTCO WHOLESALE CORP,COSTCO WHOLESALE 241,1,INDUSTRIAL LANE,,,NEW ROCHELLE,NY,10805,190000,POINT (-73.794868912 40.895988467)
NEW YORK,754113,Store,JAC,KING BOY DELI AND GROCERY CORP,KING BOY DELI AND GROCERY,216,W 96TH STREET,,,NEW YORK,NY,10025,1300,POINT (-73.971245769 40.79435601)
KINGS,732822,Store,JAC,NANCY FOOD DELI CORP,NANCY FOOD DELI,796,GREENE AVE,,,BROOKLYN,NY,11221,800,POINT (-73.936294165 40.690003489)
SENECA,450073,Store,JAC,GALAXY FUEL INC,SENECA MINI MART,380,E MAIN ST,,,WATERLOO,NY,13165,1500,POINT (-76.845021516 42.90167635)
QUEENS,742984,Store,JAC,FAHMIDA MARKET INC,TITASH SUPERMARKET,111-02,SUTPHIN BLVD,,,JAMAICA,NY,11435,0,POINT (-73.795620936 40.688424926)
NASSAU,741587,Store,JAC,SATSANG 5 INC,7 ELEVEN STORE #17750D,3,RAILROAD AVE,,,ROSLYN,NY,11576,1500,POINT (-73.643928521 40.793113974)
SUFFOLK,757678,Store,A,GREENLAWN DRIVE THRU INC,GREENLAWN DRIVE THRU,100,BROADWAY,,,GREENLAWN,NY,11740,0,POINT (-73.363989216 40.866868268)
STEUBEN,745268,Store,JAC,UNITED REFINING CO OF PA INC,KWIK FILL M0405,121,FRONT ST,,,ADDISON,NY,14801,0,POINT (-77.221609949 42.112509311)
ALBANY,015371,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 178,309,6TH ST,,,WATERVLIET,NY,12189,1500,POINT (-73.707590836 42.713274594)
ERIE,141493,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 9228,6000,SOUTH PARK,,,HAMBURG,NY,14075,6000,POINT (-78.825350329 42.732951363)
KINGS,614001,Store,JAC,PARKVILLE FOOD CENTER LLC,PARKVILLE FOOD CENTER,109,LAWRENCE AVE,,,BROOKLYN,NY,11230,900,POINT (-73.974971871 40.630134447)
LIVINGSTON,758104,Store,JAC,SIX SPROUTS FARM MARKET LLC,SIX SPROUTS FARM MARKET,1670,LAKEVILLE RD,,,AVON,NY,14414,0,POINT (-77.706811585 42.908651979)
BROOME,030423,Store,JAC,WEIS MARKETS INC,WEIS MARKETS #214,1290,FRONT ST,,,BINGHAMTON,NY,13905,75000,POINT (-75.895558092 42.158885244)
BRONX,736304,Store,A,PAPA 99 CENTS INC,PAPA 99 CENTS,2474,GRAND CONCOURSE,,,BRONX,NY,10458,0,POINT (-73.897205831 40.861654221)
NEW YORK,623721,Store,JAC,C&S MART INC,C&S MART,373,1ST AVE,,,NEW YORK,NY,10010,2000,POINT (-73.979315792 40.736142262)
ERIE,749447,Store,JAC,PARKSIDE CANDY CO INC,PARKSIDE CANDY CO,ONE,WALDEN GALLERIA,,,BUFFALO,NY,14225,600,POINT (-78.762748492 42.912368976)
SUFFOLK,755205,Store,JAC,BEVERAGE STOP LLC,BEVERAGE STOP,482,MONTOUR HWY,,,EAST HAMPTON,NY,11937,1000,POINT (-72.1866703 40.9679047)
ALBANY,724922,Store,JAC,SAI ENERGY INC,WASHINGTON FOOD MART,553,WASHINGTON AVE,,,ALBANY,NY,12206,2000,POINT (-73.776842874 42.664971404)
NEW YORK,753882,Store,A,TARGET CORPORATION,TARGET STORE T-3411,600,BROADWAY,,,NEW YORK,NY,10012,26000,POINT (-73.996796167 40.72519864)
KINGS,744634,Store,JAC,BANANA SUPERMARKET INC,BANANA SUPERMARKET,145,RIDGEWOOD AVE,,,BROOKLYN,NY,11208,1400,POINT (-73.883308719 40.683158576)
SUFFOLK,748749,Store,JAC,JFZ GROUP II INC,7 ELEVEN STORE #16432E,174,HIGBIE LANE,,,WEST ISLIP,NY,11795,0,POINT (-73.307138539 40.706050182)
NEW YORK,724925,Store,JAC,JUICE PRESS LLC THE,JUICE PRESS 11,1,W 22ND ST,,,NEW YORK,NY,10010,3000,POINT (-73.990518457 40.741182259)
KINGS,748052,Store,A,DEBEVOISE DISCOUNT STORE INC,MAX DEALS,28,DEBEBOISE ST,,,BROOKLYN,NY,11206,11000,POINT (-73.941582727 40.701613473)
QUEENS,756095,Store,JAC,FULLEST GOURMET DELI CORP,FULLEST GOURMET DELI,9050,SUTPHIN BLVD,,,JAMAICA,NY,11435,0,POINT (-73.808169315 40.701593943)
WESTCHESTER,716319,Store,JAC,486 JALAPENOS FRUIT & VEG CORP,486 JALAPENOS FRUIT & VEG,486,S BROADWAY,,,YONKERS,NY,10705,1500,POINT (-73.896758369 40.916369695)
NASSAU,711305,Store,JAC,CENTER CUTS INC,CENTER CUTS,382,WILLIS AVE,,,ROSLYN HEIGHTS,NY,11577,2000,POINT (-73.649651349 40.779423351)
CATTARAUGUS,040103,Store,JAC,VALLEY VIEW CHEESE CO INC,VALLEY VIEW CHEESE,6028,RT 62,,,CONEWANGO VALLEY,NY,14726,1500,POINT (-79.0317671 42.262487962)
NEW YORK,758490,Store,JAC,WEGMANS FOOD MARKETS INC,WEGMANS FOOD MARKET #156,770,BROADWAY,,,NEW YORK,NY,10003,90000,POINT (-73.991402664 40.730848965)
NEW YORK,748624,Store,JAC,M & S FINEST DELI INC,M & S FINEST DELI,2026,LEXINGTON AVE,,,NEW YORK,NY,10035,650,POINT (-73.938323089 40.80338981)
BRONX,715206,Store,JAC,POSHORA MARKET CORP,POSHORA MARKET,2142 & 2144,STARLING AVE,,,BRONX,NY,10462,4000,POINT (-73.853693787 40.83614834)
BRONX,745586,Store,JAC,JANJUA RAJPUT INC,7-ELEVEN STORE #39549B,1845,WEBSTER AVE.,,,BRONX,NY,10457,0,POINT (-73.901983348 40.84668783)
MADISON,255168,Store,JAC,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0363,122,ALBANY ST,,,CAZENOVIA,NY,13035,1200,POINT (-75.850523792 42.929668596)
MONROE,742304,Store,JAC,A PLUS CONVENIENCE STORES INC,7 ELEVEN STORE #35194B,2678,DEWEY AVE,,,GREECE,NY,14616,0,POINT (-77.640771073 43.217832476)
NASSAU,719728,Store,JAC,RF MINI MART INC,METRO MART,630,OLD COUNTRY RD,,,GARDEN CITY,NY,11530,0,POINT (-73.613544374 40.739680264)
BRONX,743351,Store,JAC,CROSSWAY FUEL INC,CROSSWAY FUEL,1724,WEBSTER AVE,,,BRONX,NY,10457,900,POINT (-73.902619702 40.843928424)
BRONX,725917,Store,JAC,NEW KINGSBRIDGE MARKET CORP,CARNICERIA EL RANCHO,29,E KINGSBRIDGE ROAD STORE 1,,,BRONX,NY,10468,900,POINT (-73.896327994 40.867228103)
BRONX,726084,Store,A,T & S DELI GROCERY CORP,T & S DELI GROCERY,2355,GRAND CONCOURSE,,,BRONX,NY,10468,800,POINT (-73.899367356 40.859052688)
KINGS,753021,Store,JAC,SAMMY STOP AND SHOP CORP,SAMMY STOP AND SHOP,743,CONEY ISLAND AVE,,,BROOKLYN,NY,11218,2000,POINT (-73.968774882 40.639432278)
CAYUGA,055202,Store,JAC,MARSHALL BROTHERS INC,PIT STOP 1,9036,N SENECA ST,,,WEEDSPORT,NY,13166,5900,POINT (-76.557433389 43.055077332)
DUTCHESS,754325,Store,JAC,FARMS2YOU LLC,LOCAVORE MARKET,29,W MARKET ST,,,RED HOOK,NY,12571,9000,POINT (-73.876488029 41.995577697)
QUEENS,751254,Store,JAC,MINHUI NY INC,MINHUI NY,42-14,MAIN ST.,,,FLUSHING,NY,11355,1200,POINT (-73.828313124 40.754958503)
ERIE,757052,Store,JAC,5 STAR BUY & FLY INC,5 STAR BUY & FLY,1799,GENESEE ST,,,BUFFALO,NY,14211,1700,POINT (-78.814946543 42.912000885)
NEW YORK,736962,Store,JAC,GW & L FOOD CORP,FINE FARE FRESH,4211,BROADWAY SUITE 17,,,NEW YORK,NY,10033,4000,POINT (-73.937590091 40.848743702)
SULLIVAN,480465,Store,JAC,CATSKILL DISTILLING CO LTD,DANCING CAT DISTILLERY,2037,RTE 17B BLDG A&B,,,BETHEL,NY,12720,12000,POINT (-74.876074491 41.684902078)
KINGS,614340,Store,JAC,CONAD MEAT MARKET INC,CANARSIE MEAT MARKET,1435,ROCKAWAY PKWY,,,BROOKLYN,NY,11236,1200,POINT (-73.902026179 40.645049415)
QUEENS,734454,Store,JAC,JAMAICA DELI INC,JAMAICA DELI,179-46,HILLSIDE AVENUE,,,JAMAICA,NY,11432,400,POINT (-73.782720265 40.712764757)
ONTARIO,320229,Store,JABC,WAL-MART STORES EAST LP,WAL-MART SUPERCTR 1673,4238,RECREATION DR,,,CANANDAIGUA,NY,14424,203000,POINT (-77.239891885 42.876148761)
CHENANGO,080149,Store,JAC,AMERICAN HOMESTEADER LLC,AMERICAN HOMESTEADER,6167,STATE ROUTE 12,,,NORWICH,NY,13815,850,POINT (-75.526473967 42.552596569)
KINGS,747743,Store,JAC,BRIGHTON DELI & JUICE BAR INC,BRIGHTON DELI & JUICE BAR,624,BRIGHTON BEACH AVE,,,BROOKLYN,NY,11235,0,POINT (-73.960645019 40.577614908)
NIAGARA,718358,Store,JAC,UNITED REFINING CO OF PA INC,KWIK FILL A0071,555,RIVER RD,,,NORTH TONAWANDA,NY,14120,0,POINT (-78.884338224 43.035916804)
BRONX,717351,Store,JAC,OMEGA SEAFOOD & GREEN MARKET INC,OMEGA SEAFOOD & GREEN MARKET,168,W TREMONT AVE,,,BRONX,NY,10453,2400,POINT (-73.915898061 40.850708671)
DUTCHESS,750183,Store,JAC,INNIS DELI INC,INNIS DELI,174,INNIS AVE,,,POUGHKEEPSIE,NY,12601,1200,POINT (-73.903639779 41.708474169)
JEFFERSON,735170,Store,JABC,7-ELEVEN INC,A PLUS #40501H,13821,NYS RT 3,,,SACKETS HARBOR,NY,13685,4500,POINT (-76.098604908 43.93878503)
ERIE,142913,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 12975,1055,GENESEE ST,,,BUFFALO,NY,14211,11000,POINT (-78.839193107 42.902319127)
OTSEGO,737010,Store,JAC,ALTHISER LAWRENCE K,LARRYS MEATS AND SMOKEHOUSE,1397,COUNTY HWY 12,,,MOUNT VISION,NY,13810,0,POINT (-75.171256706 42.581447122)
RICHMOND,645725,Store,JAC,REGINA ANNADALE MEAT MARKET INC,REGINA ANNADALE MEAT,881,ANNADALE RD,,,STATEN ISLAND,NY,10312,700,POINT (-74.177112865 40.540173198)
KINGS,610281,Store,JAC,DOMINGUEZ DELI GROCERY CORP,DOMINGO DELI GROCERY,1004,FLUSHING AVE,,,BROOKLYN,NY,11237,1500,POINT (-73.930837295 40.70378271)
ORANGE,707007,Store,JAC,FRUIT JAM OF MONROE LLC,EDIBLE ARRANGEMENTS OF MONROE,215,LARKIN DR,,,MONROE,NY,10950,4000,POINT (-74.152750361 41.321495656)
MONROE,713673,Store,JAC,SMART 7 CORP,SMART 7,456-464,THURSTON RD,,,ROCHESTER,NY,14619,0,POINT (-77.650705305 43.135735129)
BRONX,709020,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #5348,1750,E GUN HILL RD,,,BRONX,NY,10469,0,POINT (-73.835240767 40.863400088)
MONROE,267765,Store,JAC,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0335,380,N WINTON RD,,,ROCHESTER,NY,14610,2000,POINT (-77.550862421 43.152799678)
QUEENS,671472,Store,JAC,GRAND MARS BAGEL&DELI INC,GRAND MARS BAGEL&DELI,69-62,GRAND AVE,,,MASPETH,NY,11378,2000,POINT (-73.893402961 40.726870075)
ALBANY,747385,Store,JAC,A PLUS CONVENIENCE STORES INC,7 ELEVEN STORE #40417,1465,WASHINGTON AVE,,,ALBANY,NY,12206,0,POINT (-73.82165915 42.690805058)
BRONX,756243,Store,JAC,BEST WAY DELI GROCERY CORP,BEST WAY DELI GROCERY,1106,EAST 216TH ST,,,BRONX,NY,10469,1500,POINT (-73.852979473 40.87788255)
KINGS,713212,Store,JAC,CHOLULITA DELI GROCERY CORP,CHOLULITA DELI GROCERY,1501,AVE U  STORE 2,STORE #2,,BROOKLYN,NY,11229,600,POINT (-73.956286597 40.598980212)
CAYUGA,734997,Store,JAC,SPEEDWAY LLC,EXPRESS MART #302/SPEEDWAY #9905,160,STATE ST,,,AUBURN,NY,13021,0,POINT (-76.570720382 42.9373719)
BRONX,605075,Store,A,CVS ALBANY LLC,CVS PHARMACY 02437,732,ALLERTON AVE,,,BRONX,NY,10467,1500,POINT (-73.866086087 40.865311078)
ERIE,750674,Store,JAC,JOES KWIK MARTS LLC,JOES KWIK MART #NY0112,697,ORCHARD PARK RD,,,BUFFALO,NY,14224,0,POINT (-78.776715006 42.829167439)
WESTCHESTER,551614,Store,A,CVS ALBANY LLC,CVS PHARMACY 01959,4760,BOSTON POST RD,,,PELHAM MANOR,NY,10803,5000,POINT (-73.804260302 40.89659592)
NEW YORK,626480,Store,JAC,MANDELL FOOD STORES INC,KEY FOOD 566,52,AVENUE A,,,NEW YORK,NY,10009,18000,POINT (-73.984817757 40.724046589)
GENESEE,729113,Store,JAC,7960 EAST MAIN INC,TOTAL CONVENIENCE,7960,EAST MAIN RD,,,LE ROY,NY,14482,2200,POINT (-77.956190136 42.979632785)
SARATOGA,729209,Store,JAC,ADVANCED FRESH CONCEPTS FRANCHISE CORP,AFC SUSHI @ PRICE CHOPPER #250,1018,RT 146,,,CLIFTON PARK,NY,12065,500,POINT (-73.818439913 42.86894506)
WESTCHESTER,557932,Store,A,GENOVESE DRUG STORES INC,RITE AID 10548,47,E PROSPECT AVE,,,MOUNT VERNON,NY,10550,12000,POINT (-73.834550083 40.912966355)
QUEENS,638881,Store,JAC,206-16 HOLLIS AVE FOOD CORP,COMPARE FOODS,206-16,HOLLIS AVE,,,QUEENS VILLAGE,NY,11429,7500,POINT (-73.750551862 40.707328087)
QUEENS,722208,Store,JAC,TARGET CORPORATION,TARGET STORE T-3230,70-00,AUSTIN ST,,,FOREST HILLS,NY,11375,7000,POINT (-73.847340967 40.720998803)
BRONX,750144,Store,JAC,FRIENDSHIP DELI & TOBACCO LLC,FRIENDSHIP DELI & TOBACCO,3650,WHITE PLAINS RD,,,BRONX,NY,10467,0,POINT (-73.864356649 40.880391673)
BRONX,722741,Store,JAC,EL SITIO DELI GROCERY CORP,EL SITO DELI GROCERY,892-894,HOME STREET,,,BRONX,NY,10459,1100,POINT (-73.89471431 40.828235615)
SARATOGA,725845,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP #162,15,ROUND LAKE RD,,,BALLSTON LAKE,NY,12019,4000,POINT (-73.80773354 42.935409277)
KINGS,734227,Store,JAC,LA CAPILLA II INC,LA CAPILLA II,3713,13TH AVENUE,,,BROOKLYN,NY,11218,1500,POINT (-73.985316983 40.641373531)
NEW YORK,707071,Store,JAC,MDK GROCERY CORP,MDK GROCERY,100,AUDUBON AVE,,,NEW YORK,NY,10032,1500,POINT (-73.937479702 40.841965382)
ERIE,704157,Store,A,KING CITY INC,KING CITY,930,GEORGE URBAN BLVD,,,CHEEKTOWAGA,NY,14225,1260,POINT (-78.757914313 42.921574778)
BRONX,602110,Store,JAC,SUNDIAL HERBAL & HERBAL PRODUCTS LLC,SUNDIAL HERBAL PRODUCTS,3609,BOSTON RD,,,BRONX,NY,10466,2000,POINT (-73.842944742 40.879496653)
ERIE,140410,Store,A,RITE AID OF NEW YORK INC,RITE AID 107,654,COLVIN AVE,,,KENMORE,NY,14217,10000,POINT (-78.859185557 42.959105588)
KINGS,733327,Store,A,GRACE JY GROCERY INC,GRACE JY GROCERY,4617,8TH AVENUE,,,BROOKLYN,NY,11220,1600,POINT (-74.001613247 40.642941576)
QUEENS,636688,Store,A,CVS ALBANY LLC,CVS PHARMACY 02985,97,10 63RD RD,,,REGO PARK,NY,11374,25000,POINT (-73.860544811 40.730948919)
NEW YORK,627990,Store,A,DUANE READE ETAL PTRS,DUANE READE 14408,459,BROADWAY,,,NEW YORK,NY,10013,0,POINT (-74.000868012 40.720818467)
ORANGE,335827,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 278,407,S PLANK RD,,,NEWBURGH,NY,12550,2000,POINT (-74.094492362 41.539070709)
